id,keyword,location,text,target
207,annihilated,Veracruz; México,RT @murrlogic: &gt;I have completely annihilated your entire subspecies. The Yellow one and the White one fought their hardest but they were no match for my Omega Beam. Your soft tears do nothing to change my core belief system Boy. NOW KNEEL BEFORE DARKSEID! https://t.co/o0QwHZHXGl,0
208,annihilated,,"When Edelgard von Hresvelg was 23, she annihilated the Immaculate One and put an end to the tyranny of the Church. Meanwhile at 23, @kaibagarcon and I both worked at grocery stores https://t.co/szCbsqVlAA",0
209,annihilated,,"@aapp_burma Help will only come after they annihilated the whole country. 
JUNTA MASSACRE
#WhatsHappeningInMyanmar 
#Mar28Coup",1
210,annihilated,Probably at a festival,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
211,annihilated,Thelins/Lanny,@xaviersonline That’s a fun spelling of annihilated,0
212,annihilated,Ireland,@SharonDanielleB @Synthmatrix @JinnysJoe @ACLU Let's just say you were publicly annihilated and move on in separate ways.,0
213,annihilated,SILVER_BACK CRIMSON_HEART,RT @murrlogic: &gt;I have completely annihilated your entire subspecies. The Yellow one and the White one fought their hardest but they were no match for my Omega Beam. Your soft tears do nothing to change my core belief system Boy. NOW KNEEL BEFORE DARKSEID! https://t.co/o0QwHZHXGl,0
214,annihilated,,@PsychologyNba @mohamedmazhar_ @rashadalaiyan Talking about how the Warriors annihilated him 3 out of 4 times,0
215,annihilated,in a crooked little town,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
216,annihilated,4/12/17,"Both parties are united when it comes to imperialism, they must both be annihilated https://t.co/uIGBr5Arlm",0
217,annihilated,,RT @JGatsby07: Nehruvian Secularism need to be annihilated and decimated so new secular state with equal Individual rights not groups rights can be established. https://t.co/PEzW58Go3I https://t.co/T1BTIcvUJT,0
218,annihilated,"Mumbai, India","RT @money_chinta: Fascism misuses liberty and rights afforded by liberalism to crush liberalism. Liberals have 2 choice- either stand behind banner of communism or be prepared to be annihilated by unscrupulous Fascism. We can deal with communism later.
 #भीम_मीम_धोखा_है",0
219,annihilated,,"Fascism misuses liberty and rights afforded by liberalism to crush liberalism. Liberals have 2 choice- either stand behind banner of communism or be prepared to be annihilated by unscrupulous Fascism. We can deal with communism later.
 #भीम_मीम_धोखा_है",0
220,annihilated,Grandcypher,"🍏: Gran rolls his shoulders and yall annihilated my mentions, holy–",0
221,annihilated,"Maharashtra, India",Hindus better vote wisely or get ready to be annihilated. https://t.co/WlqHGx0qrY,0
222,annihilated,she/her,RT @fltrneo: how the FUCK does modooborahae still have a huge ass platform with 100k+ followers when shes been exposed repeatedly for being a jm anti ?? genuinely wondering how is it that army twt hasnt annihilated her ass it has been a YEAR since she was exposed big time,0
223,annihilated,loquendo city,RT @murrlogic: &gt;I have completely annihilated your entire subspecies. The Yellow one and the White one fought their hardest but they were no match for my Omega Beam. Your soft tears do nothing to change my core belief system Boy. NOW KNEEL BEFORE DARKSEID! https://t.co/o0QwHZHXGl,0
224,annihilated,,The Boxers annihilated the Communist Youth League and the Mao La Party annihilated the Communist Party. Come on! https://t.co/mddYNGEoOV,0
225,annihilated,"Oklahoma City, OK",@grosenstein No!!! He got totally annihilated.,0
226,annihilated,,&gt;I have completely annihilated your entire subspecies. The Yellow one and the White one fought their hardest but they were no match for my Omega Beam. Your soft tears do nothing to change my core belief system Boy. NOW KNEEL BEFORE DARKSEID! https://t.co/o0QwHZHXGl,0
227,annihilated,,"@TUFFGAMERGUY had to log out bc it infuriated me so fucking bad, they called that baby a beast.. BEAST. threatened to hurt him too, I need all cops annihilated",0
228,annihilated,,"@FouSurLaColline Yes, they are and they annihilated the terrorists in Marawi. In the covid-19 war, despite being a 3rd world country, they have managed the fight quite better than some of their supposedly 1st world counterparts.",1
229,annihilated,,Fascism misuses liberty and rights afforded by liberalism to crush liberalism. Liberals have 2 choice- either stand behind banner of communism or be prepared to be annihilated by unscrupulous Fascism. We can deal with communism later.,0
230,annihilated,"Arlington, VA and Worldwide ",An alternative indicator of annihilated electrons in atoms: Rahm's electronegativity scale https://t.co/yBoNxz3lrs https://t.co/oMuJWng138,0
231,annihilated,"Los Angeles, CA","RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
232,annihilated,"Canberra, Australia",@Milliganreports LNP should cut their losses before they totally get annihilated at the next election. What are LNP supports saying. Surely they are disgusted?,0
233,annihilated,"Minnesota, USA","@TheMaddenBucket @stokeci3 @SportsCenter @RazorbackMBB That’s fair, if it makes you feel better, we’ll probably get annihilated by Baylor.",0
234,annihilated,jungkook’s forehead,@JunkariJeon @minmon_twt OBLITERATED. ANNIHILATED YOU HEAR ME,0
235,annihilated,,Annihilated by the Icepick #DeathMetalSongTitles,0
236,annihilated,,@brave_grapes We're only allowed to fight amongst ourselves. Any outsiders WILL be annihilated,0
237,annihilated,,"@TheManilaTimes Of what use is the American help if Luzon is totally annihilated?
Why wait for the armed attacks?
Lip service.",0
238,annihilated,,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
239,annihilated,,@notchidi_ He getting annihilated 😭,0
240,annihilated,he/him 17,RT @bearznbugz: me and finn just annihilated in jackbox https://t.co/LiDLzFGgGq,0
241,annihilated,any pronouns + bi,me and finn just annihilated in jackbox https://t.co/LiDLzFGgGq,0
242,annihilated,"Islamabad, Pakistan","@MsAishaK @Hussain111Rida The primary thing that's needed is for the policymakers to have their heads examined &amp; replaced. The wadayra-anglo saxon bureaucracy-business community that mindset of upper  superior class,feuds, etc has literally annihilated the federation.",1
243,annihilated,,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
244,annihilated,6.1.4,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
245,annihilated,Jamaica,"RT @ZorayaBlack_: It’s like I just single handedly annihilated, you know, every rap bitch in the building, like like. I’m Nicki Minaj, Nicki Lewinsky, Nicki the Ninja, Nicki the Boss, Nicki the Harajuku Barbie. Like, I mean I don’t even know why you girls bother at this point like 🤷🏾‍♀️",0
246,annihilated,she/her | 23 | sw & animation,"RT @plex_txt: #RWBYV8SPOILERS 

thinking about how absolutely ANNIHILATED i would be if we heard qrow's voice when he's trying to reach ruby here https://t.co/YNjycPymsP",0
247,annihilated,,"What a fool
Momta hunted commie naxals and annihilated them in WB and brought back peace 
BJP couldn't in Chattisgarh and Naxals kept on terrorising Adivasis 

I can't believe the level of gullibility and foolishness that pervades in the RW eco system https://t.co/6PlEWycCHr",1
248,annihilated,"she/her, 18",@knotabot the vertical axis has been annihilated!,0
249,annihilated,,@BodyHookStipe Stipe got annihilated. Conor was going ok until he got cracked,0
250,annihilation,"Vancouver, BC",RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
251,annihilation,,"RT @R_rezaamiri: The character trait of the universal rule of Imam Mahdi will be the worldwide maintenance of peace, security, justice, and the annihilation of the foundations of corruption, decadence, oppression, and crime.
#ThePromisedSaviour. https://t.co/YzQBo4GvC8",0
252,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
253,annihilation,NYC,RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
254,annihilation,,The sisterhood is powerful. Don't underestimate us PM...o wait a minute u already have. Oh well face the consequences then. Electoral annihilation just like Tony @zalisteggall https://t.co/2nX1XPNusi,0
255,annihilation,Nearest Haunted House,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
256,annihilation,Ireland,RT @BeyondRoom313: The only possible solution for our republic going forward can only be achieved upon the annihilation of the Irish Civil Service. They have assumed the tyrannical role previously held by Dublin Castle under British Rule a century ago. The must be removed unconditionally.,1
257,annihilation,USA,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
258,annihilation,,"RT @OromoDiaspora: @martinplaut Sanctions and annihilation is the only language Abiy will understand anything else will be fruitless women and children will continue suffering.
#OromoProtests 
#AllowAccessToTigray",1
259,annihilation,Sierra Leone,RT @toubuya: Sensible countries make mistakes and learn from them. No one wants to make the same mistake twice. In Sierra Leone we go for annihilation we make the same mistakes again and again and again. Same bunch of thieving politicians over 50 years. #SaloneTwitter,1
260,annihilation,Lagos,"@DoshimaJohn Please accept my sincere apologies for any future offence I might commit either to you , to anyone u know or the Nigerian state. Omode lon se mi.
This is da bomb! Total decimation and annihilation of ""mama due process "" n by extention,all d wailing wailers of her likes.",0
261,annihilation,London,RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
262,annihilation,The Lair,@drakefjustin $PBA Polar Bear Annihilation,1
263,annihilation,loving Lambert and Eskel ville,Idk why but I wanna watch annihilation again-,0
264,annihilation,"Philadelphia, PA",RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
265,annihilation,*teleports behind u*,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
266,annihilation,UK,Sensible countries make mistakes and learn from them. No one wants to make the same mistake twice. In Sierra Leone we go for annihilation we make the same mistakes again and again and again. Same bunch of thieving politicians over 50 years. #SaloneTwitter,1
267,annihilation,"dublin, ireland",RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
268,annihilation,London UK,"@prwhittle @MailOnline This masochistic march towards the total annihilation of our culture is fuelled by white guilt caused by the pernicious Neo-Marxist doctrine of Critical Race Theory, which has really taken hold in our universities.  It helps no one, including black people.",0
269,annihilation,,"RT @Urs_Veeresh: ""I shall be satisfied if I make the Hindus realize that they are the sick men of India and their sickness is causing danger to the health and happiness of other Indians"" In Annihilation Of Caste ..Writings and Speeches ..Volume 1 page 26
Dr.B.R.Ambedkar",0
270,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
271,annihilation,,"RT @JGatsby07: Thread- 56
#JavedAkhtar

Condemns bigotry, religious fanaticism. But calls Tipu Sultan - who DESTROYED thousands of temples, churches, FORCIBLY CONVERTED lacs of Hindus and Christians, demanded ANNIHILATION of infidels - calls Tipu secular, courageous.

https://t.co/DDZAy4XebD https://t.co/Pxa3DMCrJF",1
272,annihilation,,@toxnik They didn’t show up bc he had murdered them all like family annihilation,1
273,annihilation,,"&gt;repeatedly dies due to team not being strong enough
&gt;is aware obvious fix is building a better team
&gt;brute forces annihilation dungeons regardless and ends up getting mad after every loss",1
274,annihilation,,RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
275,annihilation,,"RT @tempoLighthouse: In the Lighthouse there's this abandoned, quite room. I loosen up there for a while, sometimes, trying to feel the rhythm of this world, on the verge of total annihilation. Will I be able to prevent it?

I #amwriting into the future #novels #novelists #scifi #twiterature #vss https://t.co/uxkerS9TlA",0
276,annihilation,"Copenhagen, Denmark",RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
277,annihilation,The Lighthouse,"In the Lighthouse there's this abandoned, quite room. I loosen up there for a while, sometimes, trying to feel the rhythm of this world, on the verge of total annihilation. Will I be able to prevent it?

I #amwriting into the future #novels #novelists #scifi #twiterature #vss https://t.co/uxkerS9TlA",0
278,annihilation,,"I am watching Annihilation finally for the first time because of this tweet, and I am straight up not having a good time. Bout 2/3’s of the way through. https://t.co/hWwqSVGDbB",0
279,annihilation,"Location, Location",RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
280,annihilation,,@YakoRhals I know people like you will always be comfortable with anything given to you as an organization. Hence you can't even figure out many things wrong with the CAN that is always proactive in the present of Christian annihilation in the country.,0
281,annihilation,Dublin,RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
282,annihilation,,"RT @0to1infinity: There's a thin line b/w showcasing beauty of one's culture vs. claiming superiority, advocating for annihilation of another group, rallying people by playing on made-up fears, distorting history. Seriously! People on the ground want to live in PEACE. Why's that hard to accept?!",0
283,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
284,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
285,annihilation,,RT @DrKalanidhiV: BJP election manifesto to privatise temples will ensure no one other than upper castes can go to temples. Way of complete annihilation of even hindu minorities. #fascistBJP and it's CRONYAIADMK will be routed in TN,1
286,annihilation,,Does perfect union with God imply the annihilation of personal identity? https://t.co/n9Jt8iBbWv,0
287,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
288,annihilation,,"RT @theyasminbenoit: ""What the asexual community experiences is more akin to symbolic annihilation... It's a form of subtle violence that is often used against sexual minorities and it has been suffocating the asexual community since long before my time."" My full @TEDTalks:
https://t.co/faK5zrZnAz https://t.co/ks6LgBcj0Q",1
289,annihilation,Loma hermosa bb,"69) ""Annihilation""

- 🇺🇲 🇬🇧

- (2️⃣0️⃣1️⃣8️⃣)

- Dir. Alex Garland. https://t.co/GHToh41xvG",1
290,annihilation,"Eugene, OR","RT @sillymickel: WDC 26/22  We need to change our lifestyles, our cultures; we need to be active &amp; confront the forces of annihilation &amp; corporate greed; we need to raise consciousness, to bring awareness to our apocalypse emergency, on a massive scale;

https://t.co/s2rWb5fWow #extinction #FBR",0
291,annihilation,burrows,"morality is a fickle figment of everyone imagination
humanity is a vicious illness immune to any medication
divinity is around the corner, but so is our annihilation",0
292,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
293,annihilation,,"worked on this pic of my half-tiefling paladin, Otto, with a ref from @AdorkaStock during the Tomb of Annihilation campaign that he's in tonight o/ https://t.co/LDImYhDuOx",0
294,annihilation,"iPhone: 51.615261,-0.268164",RT @simon_schama: First page of Passover Haggadah written in the Vichy Concentration Camp in 1941 by Rabbi Leo Ausbacher - in the shadow of annihilation https://t.co/VChO5Ofilt,0
295,annihilation,,RT @FoldableHuman: God I love Annihilation. It's such a good movie. It just makes me want to scream and cry.,0
296,annihilation,"Lahore, Pakistan","Intehai important thread to read, bemoan and wonder how, if at all, our country will survive the ecological annihilation we've visited upon it and doing so each year at break-neck speed. https://t.co/DXmFuPmSo6",0
297,annihilation,,"@Thulsa_Doomer @FoldableHuman Ex Machina was pretty good. I didn't really like Annihilation, personally. At least as a whole. I did like the twin scene quite a lot though.",0
298,annihilation,DM Slots TBA,"@ZebraMilfWhore Not willingly, of course.

When you're faced with utter annihilation...",0
299,annihilation,Tsukihi Umigame - Chaos/Loui,chimp annihilation,1
300,apocalypse,,RT @baekyongist: taeyong at the military gates when they finally get baekhyun https://t.co/e2tLUIVY5n,0
301,apocalypse,,RT @bbhbaekk: Chanyeol tomorrow https://t.co/ZvR9RoMPMC,0
302,apocalypse,California,RT @dixonsgreene: out of all twd characters who would you feel the safest with if you were alone in the apocalypse,0
303,apocalypse,Dark,"@Xiaomi Front cam, edge detection is not good",0
304,apocalypse,"Dallas and Fort Worth, Texas","RT @DavidCornDC: This scene worked better in ""Apocalypse Now."" https://t.co/XCH1o2vo65",0
305,apocalypse,New Albany IN,"RT @DavidCornDC: This scene worked better in ""Apocalypse Now."" https://t.co/XCH1o2vo65",0
306,apocalypse,"New Orleans, LA",RT @fluffluff13: The four horsewomen of the roast apocalypse #dragrace https://t.co/OHGM1Nr5uQ,0
307,apocalypse,"Chicago, IL","I don't even know if Nowhere (1997) is good, I just know it STILL BANGS ✅. Colorful camp, sex, and ultraviolence from an insanely deep well of hot people from the '90s, part of Gregg Araki's ""Teen Apocalypse Trilogy"" https://t.co/jLgPt7yXpr",0
308,apocalypse,Idaho,"RT @GameLibertyDev: @AlexWGomezz This is the first artwork on my original universe, that combines classic western themes and zombie apocalypse genre. What if smallpox, which came to America with the first colonists, led to the zombie virus?possession. https://t.co/lU2fM2aQzs",0
309,apocalypse,,"I googled my first name + “apocalypse outfit” and got THIS....

I’m horrified at the Nazi imagery, but “it HAD me at gimp mask” (and I look STUNNING in black leather)😉

Give it a try and let me know what YOU end up with..... https://t.co/sRxd0IezUW",0
310,apocalypse,Hookland,"I am not sure making incantations from the Green Shield catalogue will bring about the apocalypse like you expect it to do, but if you don’t shut up, you’ll be trying to do it with a broken jaw. - #DICallaghan",0
311,apocalypse,,I am reallllllly getting tired of the apocalypse every other week in this state 🤦🏻‍♀️ Send some good thoughts Nashville’s way if you see this https://t.co/rNGG2ZfCJE,1
312,apocalypse,,"RT @Treyarch: In today’s update:

• Nuclear Apocalypse now live in Core and Hardcore modes
• Snipers Only Moshpit returns
• Mid-Season update details
• Weapon tuning preview
• Zombies Exfil fix
• Featured Playlist update
• Triple-Double Weekend incoming

Details: https://t.co/YQq00FxDnF https://t.co/yY9MLVICKN",1
313,apocalypse,,"RT @jessecase: Living in Nashville is weird because it's all dodging drunk bachelorettes on a ""party-tractor"" and then every 3 months it's the apocalypse. It's like the world's weirdest video game.",0
314,apocalypse,"Nancy, France","RT @cma_medieval: Miniature from a Manuscript of the Apocalypse: The Woman Clothed with the Sun, c. 1295 https://t.co/MYhLczvBpi #museumarchive #cmaopenaccess https://t.co/mMDbInUbLv",0
315,apocalypse,"Cyprus, Bangkok","RT @TheArchangel22: I just listed “Apocalypse” for sale on @withFND! 🌐

https://t.co/S3Ep1ZzMsq 

#nfts https://t.co/kqJGdFzzc2",0
316,apocalypse,PH • she/her • 22 • 🔞,RT @inumakirolls: the apocalypse is happening https://t.co/4DUV7noNv4,0
317,apocalypse,23 || she/her,"RT @forel59: FINALLY I DID IT 🖤
""at the end of the world""
post-apocalypse AU! https://t.co/A2Y2QhLtYB",0
318,apocalypse,,"RT @o7swt: imagine if the zombie apocalypse happened and everyone was like “here’s pictures of ccs, cute images of dogs and breathing gifs 🥺”",0
319,apocalypse,she/her²² ➸  ⠀⠀⠀어긋나는 건 너무  ⠀⠀⠀아픈 것  ⠀⠀⠀겪지 않으면 알  ⠀⠀⠀수가 없는 것  ⠀⠀⠀내 이상과 현실  ⠀⠀⠀너무 멀고 먼 ⠀⠀⠀그 두 다리 건너,wait wtf i fell asleep reading that zombie apocalypse milk titty au,0
320,apocalypse,23 || she/her,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
321,apocalypse,sugarcandy mountain,@_titouncle i remember the announcement felt like the apocalypse. and when you live alone as a financially sakto pa lang adult....the anxiety is a wow,0
322,apocalypse,west clownadelphia,"favorite game on the 3ds is smt4 apocalypse by a mile, but i think my favorite 3ds memories are from back in high school when all my friends were waiting for fates to come out in english and we had all these dumb awakening in-jokes https://t.co/48dr4g3nD3",0
323,apocalypse,Central Virginia,"@BlueelvisEric , you were right about 'Bullets of Justice'. In the first 10 minutes I've seen:

- Mutant killer pigs (MKP)
- An MKP with a jetpack carrying a midget with a machine gun.
- An illustrated apocalypse narrative that gives a kick-ass backstory.

Greatest. Movie. Ever.",0
324,apocalypse,,Earned 1 PSN trophy (1 bronze) in Werewolf: The Apocalypse - Earthblood https://t.co/tevw6B5hED,0
325,apocalypse,"Redlands, CA",@R_ARichards is smartest law dude I know on Twitter! You survive 73 days into the Zombie Apocalypse!,0
326,apocalypse,,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
327,apocalypse,The East Blue,"Plot wise this sounds like the best movie, the quirk apocalypse/doomsday theory was something i was super interested in so having it be a plot point for a movie?? PEAK HYPE https://t.co/nNIAFickZj",0
328,apocalypse,classified,"@Treyarch Why there has to be nuketown mixed with apocalypse? Nuketown is such a trash map, best thing you can do is to remove it all together.",0
329,apocalypse,she/her | minor,"RT @o7swt: imagine if the zombie apocalypse happened and everyone was like “here’s pictures of ccs, cute images of dogs and breathing gifs 🥺”",0
330,apocalypse,Australia,RT @KNeferhetep: Too many can not think for themselves. Too many zombies. This is the zombie apocalypse.,0
331,apocalypse,"Denpasar Barat, Indonesia","RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
332,apocalypse,20↑ | 히나른 | 인장 @najuksso님 커미션,RT @494_10: POST APOCALYPSE MSBY https://t.co/osPVdFntpK,1
333,apocalypse,"Texas, USA",RT @KNeferhetep: Too many can not think for themselves. Too many zombies. This is the zombie apocalypse.,0
334,apocalypse,minor | all pronouns,RT @vynomii: KNY Zombie apocalypse AU but Genya is a good zombie that won’t eat humans #gentan https://t.co/a9McvyNjN7,0
335,apocalypse,alltsuki,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
336,apocalypse,gnashvillain,"RT @jessecase: Living in Nashville is weird because it's all dodging drunk bachelorettes on a ""party-tractor"" and then every 3 months it's the apocalypse. It's like the world's weirdest video game.",0
337,apocalypse,she/they(cry about it),"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
338,apocalypse,he/him,"RT @o7swt: imagine if the zombie apocalypse happened and everyone was like “here’s pictures of ccs, cute images of dogs and breathing gifs 🥺”",0
339,apocalypse,,"RT @TheArchangel22: I just listed “Apocalypse” for sale on @withFND! 🌐

https://t.co/S3Ep1ZzMsq 

#nfts https://t.co/kqJGdFzzc2",0
340,apocalypse,they/she . .,"RT @o7swt: imagine if the zombie apocalypse happened and everyone was like “here’s pictures of ccs, cute images of dogs and breathing gifs 🥺”",0
341,apocalypse,ㅤ     mujer,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
342,apocalypse,"Manchester, England",@Jackasaurus3 The Republicans Apocalypse border fake outrage tour on the Rio grand Delta there not there to help the situation just a great place for a photo shoot in gun boats,0
343,apocalypse,Eastern CT,"RT @NovusOrdoWatch: Just a reminder from the Apocalypse: “And he [the beast] shall make all ... to have a character in their right hand, or on their foreheads. And that no man might buy or sell, but he that hath the character, or the name of the beast, or the number of his name” (Apoc 13:16-17).",0
344,apocalypse,Your Mothers Box,"RT @di2122: Normies - When is the zombie apocalypse coming??

Us - Seriously?? have you looked around...it's here 🤣🤣",0
345,apocalypse,Bisexual/Trans Pog | He/They,"RT @o7swt: imagine if the zombie apocalypse happened and everyone was like “here’s pictures of ccs, cute images of dogs and breathing gifs 🥺”",0
346,apocalypse,🐈🌙;💥🥦;🐯🌸,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
347,apocalypse,радфем intp/enfp;; ♐,"RT @forel59: Post-Apocalypse AU 🖤
/the beginning of the way/

""Please, remain calm, the end has arrived
We cannot save you, enjoy the ride"" https://t.co/FBUpchI6QG",0
348,apocalypse,🇮🇩 - she/her - 23,"RT @pendwelling: 😭 Not being able to afford the luxury of the americanos LSH enjoyed so much before the apocalypse, so he ends up drowning himself in cheap instant coffee instead— https://t.co/nOLOFHeSwa",0
349,apocalypse,"Nashville, TN","RT @jessecase: Living in Nashville is weird because it's all dodging drunk bachelorettes on a ""party-tractor"" and then every 3 months it's the apocalypse. It's like the world's weirdest video game.",0
350,armageddon,,@AnnaEvaevaeva Armageddon,1
351,armageddon,Canada,NASA wants us to know that IRL 'Armageddon' is at least 100 years away https://t.co/YxH1OZXpoW https://t.co/PQ4vkFX6J8,1
352,armageddon,"Lagos, Nigeria",RT @Mubbyolateju: @Benjamzillbeat Love Armageddon's beat,0
353,armageddon,,"RT @NagaBabuOffl: The Comrade and the Commander in the same pic.
A Dream come True.

The Powerhouses of Talent Collide...
Armageddon is here to the Rescue !
@KChiruTweets @AlwaysRamCharan

#Acharya
#RamaRaju https://t.co/deXNIuCFbi",0
354,armageddon,Land of the yellerbellies,@flossyflange Wow you’ve turned the lights off &amp; within 8 hrs the wind has increased &amp; it’s started raining . Thank goodness you didn’t turn the WiFi off as well #Armageddon,0
355,armageddon,,"RT @utilitatems: “I was convinced, and I remain convinced, no government is going to solve this problem... the solution is going to come from the private sector” - John Kerry, U.S. climate envoy, the mf in charge of preparing us for the impending climate armageddon.

https://t.co/0LAPgm0F35",1
356,armageddon,,"RT @NagaBabuOffl: The Comrade and the Commander in the same pic.
A Dream come True.

The Powerhouses of Talent Collide...
Armageddon is here to the Rescue !
@KChiruTweets @AlwaysRamCharan

#Acharya
#RamaRaju https://t.co/deXNIuCFbi",0
357,armageddon,1メートル四方,RT @GoodOmensPrime: Did you expect Armageddon to be this much fun? Tell us what you loved about #GoodOmens. https://t.co/0Pb3uQTPPZ,0
358,armageddon,"California, USA","Please do it @POTUS. Otherwise we risk allowing more/more lethal variants of #Covid_19 to develop. 
You can prevent the ""Viral Armageddon"" @BillGates warned us about a few years ago that is potentially feet from our door.
🙏🙏🙏🙏🙏
#DoTheRightThing
#WorldHealthIsAmericanHealth https://t.co/RMvQWV3yJP",1
359,armageddon,London England,Qayamat Ke 3 Marahil by SM Younus AlGohar  https://t.co/JyBdBLZvgz 3 stages of the End Times  #EndofTheWorld #EndOfWorld #EndTimes #EndDays #LastDays #Qayamat #DoomsDay #EndOfWorld2026 #EndofTheWorld2026 #Nustrodamus #Nostradamus #Armageddon #Malhooma #AntiChrist #Dajjal,0
360,armageddon,,"RT @NagaBabuOffl: The Comrade and the Commander in the same pic.
A Dream come True.

The Powerhouses of Talent Collide...
Armageddon is here to the Rescue !
@KChiruTweets @AlwaysRamCharan

#Acharya
#RamaRaju https://t.co/deXNIuCFbi",0
361,armageddon,,"RT @MiddleEarthLFC: @Prof_Umbongo Wow... heartless. 

Britain has created millions of refugees with it's constant oil invasions of the Arab and Islamic World and killed millions yet if a few thousand refugee turn up, it's Armageddon.",1
